Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,part_time_job,absence_days,weekly_self_study_hours
Law,Industrial-Organizational Psychologist,2.9910194986732503,3,0,0,0,1,0,1,0,3,3,0,2,3,1,0,0,0
Marketing,AI Researcher,2.863716968848215,6,1,0,1,4,1,2,3,0,0,3,2,4,1,0,0,0
Medicine,Graphic Designer,3.457590301279646,2,0,4,0,2,1,4,2,4,1,0,1,4,1,0,0,0
Psychology,School Counselor,3.621549139224456,1,1,4,0,3,1,3,2,4,0,3,3,1,1,0,0,0
Music,Actuary,3.705558183416031,8,2,1,0,8,0,2,4,1,0,0,3,4,1,0,0,0
Marketing,School Psychologist,3.442307348389396,2,2,2,0,4,1,2,4,0,4,0,0,2,1,0,0,0
Medicine,Aerospace Engineer,4.261960839421026,8,2,4,1,2,0,0,4,2,1,1,3,2,1,0,0,0
Education,Music Teacher,3.5490088287411243,0,1,0,1,0,1,3,1,2,2,1,4,1,0,0,0,0
Art,Cybersecurity Analyst,2.794241841170221,0,0,0,1,2,1,4,2,1,0,1,4,3,0,0,0,0
Chemistry,Psychologist,3.6839773824088695,3,1,3,1,6,1,2,0,3,3,1,2,4,1,0,0,0
Medicine,Brand Manager,4.453348273799989,9,2,3,1,8,1,4,3,4,3,4,1,0,0,0,0,0
Education,Inorganic Chemist,4.2394664536510565,1,0,3,0,9,0,1,4,1,2,2,3,4,1,0,0,0
Medicine,Curriculum Developer,4.600171133273524,3,1,2,0,0,0,0,0,1,3,1,4,2,0,0,0,0
Law,Organic Chemist,4.204547283763455,2,0,2,1,2,0,2,4,3,1,1,1,4,0,0,0,0
Biology,Biotechnologist,3.2861426408080137,5,1,1,1,7,1,3,4,0,1,1,3,1,0,0,0,0
Computer Science,Investment Banker,2.9263511534682496,6,1,2,0,5,0,3,2,3,1,4,1,1,1,0,0,0
Medicine,Marketing Manager,3.907645315744914,6,2,3,0,0,0,4,4,0,2,1,3,0,1,0,0,0
Law,Pharmacist,4.15548648630632,2,1,4,1,7,0,0,2,3,1,1,2,2,0,0,0,0
Law,Education Administrator,4.756125008137885,4,1,1,0,3,1,0,2,4,1,3,4,3,1,0,0,0
Engineering,Forensic Psychologist,3.229242496360154,2,0,3,1,8,0,3,4,2,2,0,0,3,0,0,0,0
Engineering,Urban Planner,4.63219873440587,2,1,4,1,2,1,1,0,3,4,1,3,4,0,0,0,0
Art,Credit Analyst,3.679800274152736,5,1,4,1,7,0,4,4,1,1,3,1,3,0,0,0,0
Education,Pharmacist,3.7263872948755994,4,2,2,0,5,0,4,0,2,1,1,1,1,0,0,0,0
Biology,Music Teacher,2.500177000892376,2,1,0,0,3,1,2,4,0,3,0,1,2,1,0,0,0
Finance,Industrial-Organizational Psychologist,3.769319019962869,7,0,1,0,9,0,3,1,0,3,0,4,0,1,0,0,0
Engineering,Mechanical Engineer,2.72698107370906,8,2,3,0,4,0,4,0,3,1,3,4,1,1,0,0,0
Computer Science,Illustrator,3.3486554509805693,5,1,2,0,4,1,0,4,1,3,2,4,2,1,0,0,0
Law,Forensic Psychologist,4.1911047980432095,5,0,0,0,2,0,4,2,1,4,3,4,4,0,0,0,0
Physics,Judge,3.8736111831640336,1,0,0,1,5,0,1,0,3,4,4,0,1,0,0,0,0
Medicine,Graphic Designer,2.9719157419665643,7,0,1,0,2,0,1,3,3,4,0,0,1,1,0,0,0
Business,School Counselor,2.767899592967789,8,0,0,1,3,0,0,1,0,0,4,0,2,0,0,0,0
Law,Education Administrator,2.5501043759769164,0,2,1,1,7,0,4,2,1,4,0,1,3,1,0,0,0
Art,Electrical Engineer,3.8266484206160776,9,2,3,1,7,0,4,0,1,0,4,2,1,0,0,0,0
Medicine,Market Research Analyst,3.217015688971685,0,2,0,1,7,0,4,4,1,0,4,1,2,0,0,0,0
Computer Science,Doctor,4.949026458295352,6,2,0,1,3,0,3,1,4,0,4,0,0,1,0,0,0
Psychology,Astronomer,3.576234841145489,7,0,2,1,8,1,3,1,0,0,2,1,3,1,0,0,0
Biology,Actuary,3.5010519660775405,1,2,2,1,2,0,0,1,3,4,0,3,2,0,0,0,0
Medicine,Digital Marketing Specialist,4.415123864787411,3,0,2,0,9,1,4,4,1,1,4,4,3,1,0,0,0
Law,Microbiologist,4.597891159316205,8,2,2,1,0,0,2,3,3,0,0,3,4,1,0,0,0
Business,Graphic Designer,2.7511598275515543,9,1,4,1,2,0,3,3,1,1,1,2,2,1,0,0,0
Art,Electrical Engineer,4.175081452915652,8,0,0,0,6,0,0,4,0,0,4,4,1,1,0,0,0
Law,Teacher,4.590538117131509,4,0,4,0,7,0,0,3,3,4,1,3,4,1,0,0,0
Law,Architectural Technologist,4.7707029224415365,9,2,0,1,4,1,0,2,4,3,4,0,4,0,0,0,0
Law,Chemist,2.7077240279676733,1,1,3,0,4,1,3,2,3,3,0,3,1,1,0,0,0
Chemistry,Social Media Manager,3.137613069616109,5,2,3,0,9,0,0,1,4,4,0,2,1,1,0,0,0
Chemistry,Chemist,3.23996796072836,4,2,3,0,3,0,3,2,4,4,3,0,2,1,0,0,0
Music,Legal Consultant,2.566178167728086,7,2,2,0,2,1,1,1,3,2,0,2,1,0,0,0,0
Biology,Manager,4.98813126097628,8,2,2,1,0,1,3,2,4,4,0,0,1,1,0,0,0
Psychology,Composer,3.2077490554539967,1,0,1,0,4,0,4,1,0,2,2,3,0,1,0,0,0
Chemistry,Musician,4.152594899283876,8,0,4,1,4,1,4,3,0,2,0,3,2,1,0,0,0
Architecture,Interior Designer,2.8764529449449423,6,0,3,1,8,1,3,2,2,4,4,0,3,1,0,0,0
Medicine,Clinical Psychologist,2.770380893327048,3,2,3,0,9,0,3,1,0,2,2,0,1,1,0,0,0
Chemistry,Pharmacist,3.0949005045744946,8,1,0,1,9,1,4,0,1,4,0,1,3,0,0,0,0
Business,Electrical Engineer,3.907816743915832,1,0,4,0,5,0,4,4,1,2,4,4,0,0,0,0,0
Marketing,Brand Manager,4.588656511524854,3,1,3,1,0,0,2,3,4,4,3,1,1,1,0,0,0
Medicine,Lawyer,2.5817938507228293,2,1,4,0,8,0,2,2,4,3,3,2,3,0,0,0,0
Physics,Ecologist,2.635398082593409,4,2,4,0,4,0,2,0,2,2,3,4,3,0,0,0,0
Psychology,Sound Engineer,3.333233872506088,2,1,3,1,0,1,3,3,2,3,0,1,3,1,0,0,0
Biology,Accountant,4.666600552395334,1,0,4,1,5,0,0,2,0,1,3,3,2,1,0,0,0
Music,Mechanical Engineer,3.8783570157564378,4,2,3,0,2,0,3,4,4,0,2,1,1,0,0,0,0
Marketing,Forensic Psychologist,3.708773885264708,4,1,3,1,3,0,2,1,4,3,3,0,2,0,0,0,0
Computer Science,Financial Advisor,3.2903094965888564,3,1,3,1,5,1,4,3,1,0,3,0,2,1,0,0,0
Business,Biomedical Engineer,2.972804592464388,5,1,2,1,0,0,0,3,1,4,3,3,0,0,0,0,0
Music,Social Media Manager,4.329333253456779,5,1,4,0,8,1,0,3,1,1,4,0,0,0,0,0,0
Finance,Composer,4.677810890359408,5,0,1,0,8,1,1,1,2,0,3,4,3,0,0,0,0
Medicine,Chemist,3.0092964507703543,4,2,1,0,9,1,2,3,0,4,1,1,1,1,0,0,0
Finance,Advertising Manager,2.6352784736583232,0,2,3,0,7,0,2,0,3,2,0,3,3,1,0,0,0
Marketing,Digital Marketing Specialist,4.759924798573758,5,2,1,0,8,0,1,4,1,2,4,0,3,1,0,0,0
Law,Chemical Engineer,4.737779867871984,7,2,1,1,6,1,3,2,2,3,4,0,1,0,0,0,0
Education,Financial Analyst,4.114170380810557,8,0,3,1,7,1,0,3,4,2,1,2,3,1,0,0,0
Chemistry,Illustrator,4.49268869340046,6,1,3,1,6,0,2,4,3,3,3,3,1,1,0,0,0
Biology,Nuclear Physicist,3.888507498413032,8,0,3,1,4,1,4,2,3,4,0,0,4,0,0,0,0
Psychology,Graphic Designer,2.88490369438604,2,2,4,1,3,1,3,3,2,2,1,4,2,0,0,0,0
Computer Science,Fluid Mechanics Engineer,4.81867074455551,8,1,3,1,0,1,1,0,0,2,2,1,4,1,0,0,0
Business,Industrial-Organizational Psychologist,3.092058673180828,3,0,4,0,8,0,3,1,1,2,2,1,1,1,0,0,0
Biology,Architect,3.1596921930170683,0,0,4,1,3,1,1,0,1,1,2,1,4,1,0,0,0
Engineering,Interior Designer,2.7948244224173595,0,0,0,1,2,1,4,3,1,0,3,0,3,1,0,0,0
Finance,Art Therapist,2.5934538009939603,3,2,3,1,6,1,1,0,2,2,3,4,3,0,0,0,0
Education,Biochemist,2.8053489694771425,3,2,3,0,3,1,4,4,2,4,3,1,4,1,0,0,0
Medicine,Dentist,4.0260844497782085,6,0,4,0,8,1,4,1,3,3,3,3,3,1,0,0,0
Marketing,Architectural Technologist,4.544593053300446,8,2,3,1,8,0,1,2,1,1,4,2,0,1,0,0,0
Medicine,Biotechnologist,3.913539310614861,1,0,4,1,8,1,2,3,3,4,3,4,2,0,0,0,0
Finance,Risk Analyst,3.748083407310995,0,2,4,0,5,1,2,2,4,3,4,2,4,0,0,0,0
Computer Science,Chemist,2.8913875726109666,7,2,0,1,0,1,4,2,1,2,4,1,2,0,0,0,0
Finance,Pharmacist,4.416735718970175,3,2,4,1,8,0,0,3,0,3,2,0,3,0,0,0,0
Physics,Web Developer,4.541825346935029,1,2,4,1,2,1,3,0,0,0,3,2,0,1,0,0,0
Physics,Animator,3.68162633500062,9,0,0,1,5,0,0,2,1,0,3,4,2,0,0,0,0
Medicine,Psychologist,4.446980277892987,5,2,2,1,4,1,2,0,2,0,4,1,2,0,0,0,0
Education,Marketing Manager,3.3102910938104757,7,1,1,1,4,0,2,1,2,3,3,1,0,0,0,0,0
Law,Game Developer,3.632365709834868,5,2,4,1,0,1,0,4,3,4,2,2,2,0,0,0,0
Law,Doctor,2.974140321677971,6,1,2,0,5,0,3,0,0,3,1,2,1,0,0,0,0
Biology,Zoologist,4.91075198766719,4,1,0,1,6,0,3,1,1,3,1,1,0,1,0,0,0
Chemistry,Ecologist,3.9277963905947457,3,0,2,0,3,1,4,2,0,4,2,4,0,0,0,0,0
Law,Actuary,3.997064248379866,6,2,4,1,9,1,1,2,0,3,1,1,3,0,0,0,0
Law,Advertising Manager,4.619017347944126,8,2,3,1,3,0,1,1,2,1,4,4,3,1,0,0,0
Architecture,Ecologist,2.744254863110593,7,2,2,0,0,1,3,1,3,0,1,0,4,1,0,0,0
Psychology,Civil Engineer,3.663486943387524,7,2,0,0,1,0,0,3,1,4,1,4,2,1,0,0,0
Biology,Data Scientist,4.414576633369844,2,2,3,1,7,1,3,0,4,0,0,0,1,1,0,0,0
Medicine,Legal Consultant,4.832715341686393,2,0,2,1,0,1,0,4,1,3,1,4,2,0,0,0,0
Education,Urban Planner,2.9136857589724685,4,0,4,0,9,1,0,3,1,3,0,1,2,1,0,0,0
Music,Nuclear Physicist,3.836548250060551,8,1,4,0,7,1,4,2,1,1,4,1,0,0,0,0,0
Biology,Credit Analyst,2.820656328611776,2,0,1,0,8,1,0,1,1,1,1,3,2,0,0,0,0
Architecture,Mechanical Engineer,4.2563876663377,1,1,2,0,9,0,1,3,1,0,2,0,3,1,0,0,0
Education,Legal Consultant,2.891742744634625,1,2,2,1,4,0,0,0,1,2,4,4,0,1,0,0,0
Psychology,Brand Manager,4.580794012425272,8,1,4,0,7,0,1,3,3,4,2,2,4,1,0,0,0
Biology,Legal Analyst,3.520073900360843,3,1,1,1,6,0,4,3,2,3,0,2,4,1,0,0,0
Education,Legal Analyst,3.0950775978569496,3,2,3,0,1,0,1,2,3,3,1,3,1,1,0,0,0
Art,Conductor,2.818859901231531,1,1,3,1,3,1,4,2,0,2,1,0,3,1,0,0,0
Computer Science,Human Resources Specialist,4.646495957345289,5,2,1,0,9,0,0,3,3,2,1,3,4,0,0,0,0
Physics,Legal Analyst,3.834721529944837,0,2,0,1,8,0,3,4,3,0,1,2,3,0,0,0,0
Music,Mechanical Engineer,2.684850573653053,5,1,3,0,2,0,3,0,2,1,2,1,0,0,0,0,0
Music,Game Developer,4.139437358867264,4,2,4,1,0,1,3,0,0,0,4,4,1,0,0,0,0
Art,Financial Advisor,3.471231488025225,7,1,4,0,0,1,0,1,1,0,1,3,0,0,0,0,0
Chemistry,Marketing Specialist,4.004200214841949,9,2,3,0,7,1,1,4,0,0,4,3,3,1,0,0,0
Marketing,Risk Analyst,3.82522054656344,1,2,3,0,5,1,0,3,3,4,3,3,1,1,0,0,0
Marketing,Surgeon,3.2287439334785484,8,2,2,1,1,0,1,2,0,0,3,3,0,0,0,0,0
Education,Nurse,2.652376289218082,8,0,4,0,0,0,4,3,4,2,2,0,2,1,0,0,0
Psychology,Accountant,4.875438524551528,6,2,3,1,0,0,1,3,4,1,3,3,3,1,0,0,0
Chemistry,Architectural Technologist,4.240817077328899,6,2,0,1,1,0,2,3,0,0,2,2,3,1,0,0,0
Computer Science,Composer,3.909908992869825,4,2,4,1,8,1,4,1,4,2,2,1,3,0,0,0,0
Architecture,Legal Consultant,4.690791094666293,3,1,0,0,4,1,3,1,2,0,4,3,1,1,0,0,0
Music,Clinical Psychologist,4.1620138011819,2,0,4,0,9,0,3,2,0,0,4,0,1,1,0,0,0
Engineering,Mechanical Engineer,4.466769326324216,7,2,1,1,7,1,1,0,0,4,3,2,0,1,0,0,0
Physics,Industrial-Organizational Psychologist,3.262963811113283,1,2,4,0,3,0,2,4,0,0,0,1,4,0,0,0,0
Marketing,Artist,3.526482545538566,0,1,0,1,1,0,1,4,4,2,1,1,0,1,0,0,0
Chemistry,Doctor,4.424072731071658,2,0,2,1,6,0,3,0,1,4,0,4,4,1,0,0,0
Medicine,Judge,3.565961869069856,6,1,3,1,1,1,1,4,1,2,0,4,2,0,0,0,0
Computer Science,Biotechnologist,3.545681783297157,1,1,2,1,6,1,4,0,1,4,4,1,0,0,0,0,0
Business,Analytical Chemist,3.458683124901981,0,0,1,0,8,1,1,3,4,2,2,1,1,1,0,0,0
Business,Quantum Physicist,3.581251910429879,9,1,3,1,1,0,2,0,0,3,2,2,4,1,0,0,0
Business,Dentist,3.2500422082943654,5,0,2,1,2,1,0,0,1,4,3,0,3,0,0,0,0
Education,Human Resources Specialist,2.845498053280636,1,1,3,0,4,1,2,3,2,2,4,0,4,1,0,0,0
Biology,Market Research Analyst,2.55833004056694,7,1,3,0,9,0,4,4,1,2,2,0,4,0,0,0,0
Business,Musician,4.931258144625964,7,1,4,0,5,0,4,1,4,2,2,0,3,1,0,0,0
Education,Clinical Psychologist,4.990184459562483,6,1,0,0,3,1,4,3,3,2,4,4,2,1,0,0,0
Marketing,Judge,3.60400263561394,9,0,2,0,4,0,0,0,4,4,3,1,0,0,0,0,0
Music,Mechanical Engineer,3.089139066723705,4,1,3,1,1,0,0,1,4,1,0,1,2,0,0,0,0
Chemistry,Fluid Mechanics Engineer,2.548279720946466,9,0,2,0,7,0,3,3,0,3,1,1,2,1,0,0,0
Art,Astronomer,3.3155159163069485,2,1,1,1,6,0,2,1,3,4,2,0,0,1,0,0,0
Law,Legal Secretary,2.877421294565441,3,1,3,1,0,0,3,0,2,4,4,1,3,1,0,0,0
Finance,Software Developer,3.170175521065804,4,1,2,1,9,1,2,1,4,3,4,2,1,0,0,0,0
Finance,Biotechnologist,3.4850882236691474,2,2,1,1,1,0,4,4,3,4,3,3,2,1,0,0,0
Chemistry,Civil Engineer,2.984049795963198,2,1,3,0,0,0,4,0,4,0,4,4,0,0,0,0,0
Physics,AI Researcher,2.8011812623533023,8,0,0,0,9,1,0,3,3,1,2,4,0,0,0,0,0
Education,Doctor,4.175994007663808,6,0,0,0,8,1,1,1,2,4,4,0,2,1,0,0,0
Psychology,Organic Chemist,3.773601506210994,3,2,3,0,6,1,0,3,4,4,4,2,1,0,0,0,0
Art,Animator,2.5586368806088657,0,1,4,1,4,0,2,0,2,1,0,2,1,1,0,0,0
Marketing,Cybersecurity Analyst,2.7757413521793364,1,1,4,0,2,0,2,0,2,1,4,1,1,0,0,0,0
Marketing,Actuary,4.532557181417703,6,0,0,1,3,1,3,4,3,2,3,3,1,1,0,0,0
Law,Market Research Analyst,4.902978828091328,1,1,4,0,4,0,1,2,1,1,4,4,1,1,0,0,0
Law,Artist,4.588177131213744,6,1,4,1,7,1,4,4,0,0,2,0,3,1,0,0,0
Engineering,Lawyer,4.984682992266606,1,1,3,1,1,1,3,4,2,0,1,2,0,0,0,0,0
Art,School Psychologist,2.6290882362300065,3,1,0,1,1,1,4,4,4,2,0,1,3,1,0,0,0
Music,Entrepreneur,4.3169123540938905,4,1,4,1,5,0,1,3,3,3,1,0,0,0,0,0,0
Computer Science,Entrepreneur,2.6537611913585173,4,2,1,0,4,0,3,3,4,4,0,1,0,0,0,0,0
Art,Microbiologist,2.918488582606793,4,2,1,1,9,0,2,3,4,2,2,1,1,0,0,0,0
Engineering,Doctor,3.7502581663735,3,1,2,0,6,1,1,0,3,2,3,1,4,0,0,0,0
Law,Landscape Architect,3.02742685341044,4,0,3,1,7,1,1,1,2,4,3,0,3,0,0,0,0
Law,Mechanical Engineer,2.976155475858366,1,2,2,1,8,1,1,3,3,0,4,0,0,0,0,0,0
Biology,Physician Assistant,2.6079487162813204,5,0,3,0,4,0,4,3,4,2,0,2,3,1,0,0,0
Architecture,Principal,3.417875811516344,3,2,1,1,0,0,0,2,0,3,4,0,1,0,0,0,0
Engineering,Biochemist,4.229414540347824,8,0,4,1,0,1,0,3,4,1,1,2,3,0,0,0,0
Law,Entrepreneur,4.129901660389496,7,1,4,1,2,1,0,4,0,3,2,0,0,1,0,0,0
Biology,Brand Manager,3.6272465065766073,0,1,1,1,2,0,2,0,2,0,0,1,0,1,0,0,0
Engineering,Social Media Manager,2.6746368663127638,6,2,3,1,3,0,3,1,2,3,3,0,0,0,0,0,0
Physics,Paralegal,3.207707016511781,8,2,2,1,0,0,4,1,3,3,4,2,0,0,0,0,0
Education,Principal,4.718267247871415,5,1,4,0,7,1,4,3,1,4,3,4,0,0,0,0,0
Art,Judge,2.7553684358722785,5,0,3,0,6,0,2,2,4,0,1,4,2,1,0,0,0
Law,Architectural Technologist,3.981143412722163,6,1,4,1,0,0,0,4,2,3,3,1,4,0,0,0,0
Psychology,Zoologist,3.347379675398612,0,2,3,0,6,1,2,1,3,0,4,0,1,0,0,0,0
Finance,Principal,4.544025622297497,2,2,1,1,1,0,3,4,4,1,3,2,4,0,0,0,0
Architecture,Risk Analyst,4.418817245109315,9,1,1,0,8,1,0,2,2,2,4,0,4,0,0,0,0
Chemistry,Marketing Specialist,3.498165193992921,1,2,0,0,9,1,2,1,2,3,3,4,2,1,0,0,0
Architecture,Investment Banker,4.636023047951017,3,2,3,1,4,0,2,2,3,1,1,2,2,0,0,0,0
Architecture,Organic Chemist,4.523102296862377,0,1,2,0,4,1,2,0,0,1,2,2,1,1,0,0,0
Physics,Legal Consultant,3.885979719313245,7,2,1,0,6,1,0,4,2,0,1,2,4,0,0,0,0
Engineering,Surgeon,3.2193759894883485,3,0,2,0,4,0,0,1,4,2,4,1,2,1,0,0,0
Medicine,Marketing Specialist,4.597016382673311,8,0,4,0,6,1,2,3,1,2,0,4,0,0,0,0,0
Physics,School Psychologist,2.6645090237657283,8,0,2,0,4,0,0,4,3,2,3,4,1,0,0,0,0
Education,School Counselor,4.421842593446108,9,0,3,1,6,0,0,1,3,2,0,3,0,1,0,0,0
Education,Principal,2.526102504452201,0,2,1,1,4,1,3,2,3,3,0,3,1,0,0,0,0
Engineering,Inorganic Chemist,4.59522593289074,5,0,0,1,7,1,0,4,2,0,4,1,0,0,0,0,0
Finance,Lawyer,3.337116954220479,1,0,4,1,4,1,3,0,2,3,2,1,0,0,0,0,0
Biology,Architect,2.8154244952496192,6,1,2,1,5,0,1,4,4,4,2,2,0,1,0,0,0
Finance,Ecologist,4.223908445993966,0,1,1,0,7,0,4,1,3,0,0,3,4,0,0,0,0
Music,Electrical Engineer,3.0842222360004192,5,1,4,1,4,1,1,1,3,1,3,0,0,1,0,0,0
Business,Cybersecurity Analyst,4.35795140090502,8,1,2,0,3,1,1,1,1,3,0,1,0,1,0,0,0
Finance,AI Researcher,2.919460065982149,0,0,1,0,0,1,3,4,4,2,2,0,2,0,0,0,0
Art,Art Therapist,4.310403241313077,6,2,3,0,0,0,0,3,2,2,4,0,2,1,0,0,0
Physics,Paralegal,4.360816212532555,2,0,1,1,5,0,2,2,1,4,1,0,3,0,0,0,0
Law,Judge,4.9173821899959504,7,1,1,1,7,1,0,0,0,0,3,4,2,0,0,0,0
Art,Mechanical Engineer,4.206152256477707,4,2,2,1,5,0,4,2,3,4,0,2,4,1,0,0,0
Art,Judge,4.403881828897793,0,2,3,0,1,0,0,4,2,4,2,2,2,0,0,0,0
Physics,Physicist,4.31139869424532,2,1,2,0,7,0,4,0,0,0,3,1,0,0,0,0,0
Biology,AI Researcher,3.757350660549759,9,2,4,0,3,0,4,4,0,0,0,0,2,1,0,0,0
Marketing,Microbiologist,3.6558925029140665,8,2,3,0,6,1,0,2,4,2,1,0,1,0,0,0,0
Finance,Financial Advisor,4.121670530841656,1,0,0,1,6,1,3,1,1,3,3,0,1,1,0,0,0
Education,Marketing Specialist,2.7279421286986496,1,2,1,0,5,1,2,3,1,2,2,1,4,0,0,0,0
Art,Biotechnologist,4.213002542311614,2,1,0,1,2,0,2,2,1,2,1,2,1,1,0,0,0
Architecture,Organic Chemist,4.770496428508363,4,2,1,0,3,0,3,1,3,0,3,0,4,0,0,0,0
Finance,Actuary,4.930988417028842,2,1,2,1,3,0,4,2,0,4,4,3,2,1,0,0,0
Medicine,Financial Controller,4.794150018016719,0,0,3,0,0,0,3,4,0,1,3,0,3,0,0,0,0
Education,Inorganic Chemist,3.1286058378923496,4,1,1,0,0,1,0,1,3,4,1,2,0,0,0,0,0
Law,Graphic Designer,3.2706272598286,4,2,3,0,2,1,0,2,0,1,2,1,2,0,0,0,0
Psychology,Biochemist,3.0980981488127863,1,0,0,1,6,1,4,0,0,1,0,2,2,0,0,0,0
Education,Artist,4.276933284493649,9,2,1,0,7,0,2,4,0,1,1,0,3,0,0,0,0
Computer Science,Biologist,3.042001067970248,7,0,1,1,1,1,1,0,0,1,1,3,4,1,0,0,0
Medicine,Accountant,3.8870176622779393,7,1,0,1,1,1,1,4,3,2,1,4,3,0,0,0,0
Business,Animator,3.906365108731226,4,1,4,0,2,1,4,3,1,4,2,3,3,1,0,0,0
Engineering,Manager,4.192685163683663,3,2,0,1,1,1,0,4,2,2,4,4,1,0,0,0,0
Biology,Construction Manager,2.7915358756808906,2,2,3,1,9,1,3,4,0,1,3,0,0,1,0,0,0
Physics,Electrical Engineer,3.715576858087579,3,2,2,1,0,0,0,4,3,0,0,4,1,1,0,0,0
Biology,Entrepreneur,3.0568170242321417,5,1,0,1,5,0,4,0,3,4,0,0,2,0,0,0,0
Computer Science,Geneticist,4.459975685318261,4,2,4,1,4,1,0,4,2,3,4,3,1,1,0,0,0
Computer Science,Entrepreneur,3.931848663530897,6,2,0,0,8,1,2,1,2,1,0,1,4,0,0,0,0
Biology,Music Teacher,3.131562364954274,6,1,1,1,6,0,0,0,1,0,3,2,1,1,0,0,0
Medicine,Chemist,3.7939461747524583,4,2,0,1,2,0,4,0,3,4,3,2,0,1,0,0,0
Marketing,Psychologist,3.013089670263553,8,0,4,0,3,0,4,4,0,2,3,4,4,1,0,0,0
Chemistry,Digital Marketing Specialist,4.4947663971673215,0,2,1,0,0,1,4,0,2,0,2,1,3,0,0,0,0
Physics,Judge,3.0366971601765,4,0,3,0,2,0,4,0,3,1,4,1,1,1,0,0,0
Biology,Aerospace Engineer,3.178367419181247,1,2,0,1,2,1,1,3,1,4,3,3,0,1,0,0,0
Biology,Conductor,4.512959032987295,3,0,1,1,8,0,2,4,0,2,0,1,1,1,0,0,0
Chemistry,Artist,3.668152175690723,4,1,4,1,5,0,0,4,4,3,3,1,2,0,0,0,0
Education,Civil Engineer,3.562462327986841,3,1,0,0,2,0,2,3,0,1,2,4,1,0,0,0,0
Art,Paralegal,2.6213899958507763,7,0,0,1,0,0,0,1,4,0,4,4,3,1,0,0,0
Biology,Human Resources Specialist,3.2595859822694506,3,1,3,1,8,1,4,0,0,0,0,2,0,0,0,0,0
Engineering,Nuclear Physicist,3.1930720468035343,4,0,4,0,4,0,3,2,3,3,0,3,1,0,0,0,0
Art,Biotechnologist,2.584863806616787,9,0,2,1,1,1,1,1,2,2,1,3,2,1,0,0,0
Music,Actuary,3.4210372419170376,2,1,3,0,9,1,3,4,0,1,4,4,2,1,0,0,0
Chemistry,Animator,4.059766999473988,8,0,3,0,9,1,3,1,2,1,0,1,2,1,0,0,0
Education,Software Developer,2.536450919988231,8,2,2,0,2,0,4,3,2,1,2,3,2,1,0,0,0
Music,Music Therapist,3.416462622712041,1,0,4,1,1,0,1,4,3,3,2,0,0,0,0,0,0
Biology,Market Research Analyst,4.404489116244504,7,0,0,1,2,1,3,4,2,3,3,4,3,1,0,0,0
Physics,Legal Consultant,4.241196544893009,7,0,4,0,9,0,4,3,2,4,1,2,0,1,0,0,0
Business,Social Media Manager,3.934793887165688,3,0,1,1,0,1,2,3,1,2,0,3,2,1,0,0,0
Marketing,Illustrator,4.293808755789327,1,1,1,1,4,1,1,2,3,0,0,2,4,0,0,0,0
Psychology,Civil Engineer,4.017502429624632,9,1,1,1,5,1,1,0,1,0,3,3,2,1,0,0,0
Psychology,Conductor,3.471642798981356,8,0,3,0,2,1,1,3,3,4,4,4,2,0,0,0,0
Chemistry,Entrepreneur,4.05811540676652,7,2,4,0,2,0,2,2,4,0,1,4,2,1,0,0,0
Medicine,Illustrator,2.8995785151998064,9,0,4,0,8,1,3,2,1,1,4,0,2,1,0,0,0
Psychology,Conductor,4.611847031393342,6,2,2,1,2,0,2,2,4,0,3,1,4,0,0,0,0
Music,Composer,3.9007019620455625,6,1,3,0,7,1,0,4,4,1,2,0,3,0,0,0,0
Finance,Surgeon,3.344580538611787,7,2,3,0,1,0,1,3,2,3,2,3,0,0,0,0,0
Physics,Legal Analyst,4.758967396316118,8,1,3,1,3,1,0,2,4,1,1,2,4,1,0,0,0
Law,Surgeon,3.5202659954403246,2,1,3,1,1,1,2,1,3,2,4,2,4,1,0,0,0
Architecture,Entrepreneur,4.073659433191029,5,0,4,0,1,1,2,4,3,1,4,1,4,0,0,0,0
Music,Manager,2.7982182421835864,0,0,3,0,1,0,2,2,1,2,4,3,1,1,0,0,0
Finance,Industrial-Organizational Psychologist,3.8993263686465913,3,2,4,0,7,0,1,1,1,1,2,3,2,0,0,0,0
Architecture,Curriculum Developer,3.3942495244759807,6,0,2,0,3,0,3,0,4,2,3,4,4,1,0,0,0
Education,Nurse,3.152689530405106,1,2,3,0,7,1,4,1,4,4,4,4,4,1,0,0,0
Physics,Accountant,4.995605876626279,0,2,2,1,3,0,0,1,1,1,2,0,0,1,0,0,0
Physics,Pharmacist,4.008306743717827,3,1,0,0,6,1,1,4,2,3,1,4,4,1,0,0,0
Law,Astronomer,3.38481239307744,0,0,0,0,3,0,1,2,0,1,0,2,3,0,0,0,0
Architecture,Artist,4.448664315814894,1,0,2,1,0,1,0,2,0,0,3,2,1,1,0,0,0
Physics,Marketing Specialist,2.7848105991130296,3,1,3,0,8,1,4,0,0,4,3,4,1,0,0,0,0
Biology,Construction Manager,3.0327262925437357,8,2,0,0,7,1,4,1,1,3,1,0,1,0,0,0,0
Finance,School Psychologist,4.719444474564392,4,0,3,1,5,1,2,3,4,3,0,0,3,1,0,0,0
